,individualID,Sex,sampleAge,sampleID2,collDate,collTime,NTXnM,uMidOC_ng_ml,SpecificGravity,creatinine,DOB,Collector,Substrate,CollectComments,assayDate.x,assayDate.y,Plate_U.MidOC,assay1value,assay1cv,assay2value,assay2cv,uMidOC_SG
458,Garett,Male,29.15,A269,2/25/2018,13:55:00,130,1.893,1.004,NA,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.031008896
459,Garett,Male,29.23,A333,3/27/2018,11:14:23,724.4,38.731,1.015,3.969,1/1/1989,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.62756985
460,Garett,Male,29.38,A536,5/19/2018,11:03:00,1412.4,80.548,1.02,5.386,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,1.298745311
461,Garett,Male,29.4,A591,5/28/2018,15:28:00,429.4,12.472,1.01,2.972,1/1/1989,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.203087939
462,Garett,Male,29.42,A619,6/2/2018,12:39:00,855.6,49.876,1.021,4.102,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.803406382
463,Garett,Male,29.42,A633,6/3/2018,13:11:00,720.2,36.835,1.018,3.823,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.595089516
464,Garrison,Male,40.95,A37,12/13/2017,16:10:00,2036.4,20.585,1.03,3.155,1/1/1977,Aaron,"LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.328687395
466,Garrison,Male,41.06,A132,1/23/2018,15:25:00,1600,29.731,1.03,7.456,1/1/1977,Aaron,"DryLeaf,Ground,",Others in valley ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.474724554
467,Garrison,Male,41.09,A186,2/4/2018,11:27:00,2180.8,36.764,1.026,9.947,1/1/1977,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.589311342
469,Garrison,Male,41.41,A608,5/31/2018,13:48:00,358.8,7.818,1.017,3.481,1/1/1977,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.126428247
470,Gus,Male,9.72,O021,10/21/2016,11:45:00,2459.4,23.493,1.011,2.829,2/2/2007,Jeremy,"Leaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.382170118
471,Gus,Male,9.86,O092,12/13/2016,9:30:00,3974.4,31.723,1.008,2.946,2/2/2007,Jeremy,"Ground,","8041 ID 
Urine came from leaf on ground ",6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.517586717
472,Gus,Male,10.15,O234,3/29/2017,11:55:00,5667.2,33.86,1.02,3.622,2/2/2007,Jeremy,"Leaf,",4575 ID ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.545954167
473,Gus,Male,10.17,O238,4/3/2017,9:15:00,6385,31.467,1.009,3.102,2/2/2007,Jeremy,"Ground,",4925 ID,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.512901037
474,Gus,Male,10.85,A31,12/8/2017,11:40:00,915.8,17.436,1.007,0.631,2/2/2007,Izzi,"LiveLeaf,",Aaron present; Add party,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.28476512
475,Gus,Male,10.95,A87,1/15/2018,21:35:00,1783.4,21.924,1.015,3.722,2/2/2007,Aaron,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.355241058
476,Gus,Male,10.96,A106,1/17/2018,14:50:00,4552,39.173,1.029,5.066,2/2/2007,Aaron,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.626095902
477,Gus,Male,11,A161,1/31/2018,13:25:00,6519.6,19.479,1.014,4.61,2/2/2007,Aaron,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.315935266
478,Gus,Male,11.03,A222,2/11/2018,13:10:00,2718.4,20.48,1.019,4.229,2/2/2007,Aaron,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.330540874
479,Gus,Male,11.07,A288,3/1/2018,16:43:36,883.8,12.548,1.014,3.113,2/2/2007,Izzi,"DryLeaf,",,6/20/2018,13-Dec-19,4,12.548,2.9,NA,NA,0.203519468
480,Gus,Male,11.07,A288,3/1/2018,16:43:36,1090.3,12.833,1.014,3.113,2/2/2007,Izzi,"DryLeaf,",,8/13/2021,6/20/2018,NA,NA,NA,NA,NA,0.208141961
481,Gus,Male,11.07,A288,3/1/2018,16:43:36,883.8,12.833,1.014,3.113,2/2/2007,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.208141961
482,Gus,Male,11.07,A288,3/1/2018,16:43:36,1090.3,12.548,1.014,NA,2/2/2007,Izzi,"DryLeaf,",,8/13/2021,13-Dec-19,4,12.548,2.9,NA,NA,0.203519468
483,Gus,Male,11.08,A298,3/3/2018,11:59:00,123.4,21.604,1.004,NA,2/2/2007,Izzi,,,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.353891278
484,Gus,Male,11.2,A410,4/14/2018,14:35:00,466.8,9.933,1.007,NA,2/2/2007,Izzi,"Bag,",,6/20/2018,13-Dec-19,5,9.933,1.4,NA,NA,0.162225966
485,Gus,Male,11.2,A410,4/14/2018,14:35:00,466.8,11.953,1.007,NA,2/2/2007,Izzi,"Bag,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.195216648
487,Gus,Male,11.29,A540,5/19/2018,12:39:00,3258.2,36.555,1.018,4.342,2/2/2007,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,13-Dec-19,5,36.555,0.1,NA,NA,0.590565964
488,Gus,Male,11.29,A540,5/19/2018,12:39:00,3258.2,34.235,1.018,4.342,2/2/2007,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.553085098
492,Haden,Male,19.03,A75,1/12/2018,14:23:00,688.8,6.116,1.025,NA,1/1/1999,Izzi,"DryLeaf,Ground,",,6/22/2021,17-Dec-19,8,6.116,4.2,NA,NA,0.098132534
493,Haden,Male,19.04,A93,1/15/2018,15:45:00,2553.3,6.433,1.038,NA,1/1/1999,Aaron,"Ground,","Aaron recorded DL,G, only G on tube",6/22/2021,17-Dec-19,8,6.433,0.9,NA,NA,0.101926146
494,Haden,Male,19.15,A264,2/25/2018,10:20:00,947.6,4.578,1.013,NA,1/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,17-Dec-19,8,4.578,0.7,NA,NA,0.074325142
495,Haden,Male,19.15,A265,2/25/2018,11:03:00,949.7,8.82,1.018,NA,1/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,17-Dec-19,8,8.82,5.8,NA,NA,0.142491911
496,Haden,Male,19.42,A636,6/3/2018,14:51:00,732.5,9.981,1.026,NA,1/1/1999,Izzi,"DryLeaf,",,6/23/2021,17-Dec-19,8,9.981,1.4,NA,NA,0.159991201
497,Herzog,Male,2.95,A102,1/17/2018,12:23:00,2202.7,32.559,1.019,NA,2/5/2015,Godfrey,,,6/22/2021,17-Dec-19,8,32.559,1,NA,NA,0.525492203
501,Hicks,Male,21.07,A149,1/28/2018,12:00:00,952.6,4.547,1.024,NA,1/1/1997,Izzi,"DryLeaf,",,6/22/2021,16-Dec-19,7,4.547,1.3,NA,NA,0.07302884
502,Hicks,Male,21.09,A176,2/3/2018,12:36:00,912.1,4.742,1.024,NA,1/1/1997,Izzi,"DryLeaf,",Vial3 partially collected from ground,6/22/2021,16-Dec-19,7,4.742,1.1,NA,NA,0.076160712
503,Hicks,Male,21.14,A246,2/20/2018,15:44:00,980.9,3.416,1.021,NA,1/1/1997,Izzi,"DryLeaf,",Limping; Right after hearing westerners call,6/22/2021,16-Dec-19,7,3.416,4.9,NA,NA,0.055025186
504,Hicks,Male,21.17,A306,3/4/2018,14:22:00,479.2,2.929,1.01,NA,1/1/1997,Izzi,"DryLeaf,",,6/22/2021,16-Dec-19,7,2.929,1.8,NA,NA,0.047694401
505,Hicks,Male,21.34,A485,5/4/2018,8:26:00,793.4,9.901,1.018,NA,1/1/1997,Izzi,"LiveLeaf,",,6/22/2021,16-Dec-19,7,9.901,2.4,NA,NA,0.159956055
507,Holland,Male,7.75,A428,4/18/2018,15:01:00,2222.6,15.731,1.028,NA,7/20/2010,Izzi,"LiveLeaf,Bag,",,6/22/2021,11-Dec-19,1,15.731,1.1,NA,NA,0.251670678
509,Jackson,Male,27.08,A163A,1/31/2018,16:25:00,543.2,2.555,1.028,5.313,1/1/1991,Izzi,"DryLeaf,Ground,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.040875887
510,Jackson,Male,27.1,A198,2/7/2018,9:30:00,779.6,6.779,1.019,5.206,1/1/1991,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.109410966
511,Jackson,Male,27.13,A235,2/18/2018,15:50:00,926.4,3.285,1.02,6.234,1/1/1991,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.052966906
512,Jackson,Male,27.29,A420,4/16/2018,16:30:00,1053.6,8.163,1.028,6.559,1/1/1991,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.13059486
513,Jackson,Male,27.32,A478,4/29/2018,10:10:00,909.8,7.055,1.026,5.687,1/1/1991,Aaron,"DryLeaf,Ground,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.113088661
514,Jackson,Male,27.32,A481,4/29/2018,14:54:00,276,2.47,1.008,2.842,1/1/1991,Izzi,"DryLeaf,LiveLeaf,",Right after charging Aaron,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.040300072
516,Jarman,Male,11.81,O022,10/24/2016,9:45:00,3344.2,18.945,1.009,3.04,1/1/2005,Jeremy,"Leaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.308796839
517,Jarman,Male,11.82,O027,10/26/2016,11:15:00,3540,28.625,1.013,3.45,1/1/2005,Jeremy,"Leaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.464735077
520,Jarman,Male,11.98,O106,12/24/2016,9:15:00,5138.8,30.111,1.018,5.681,1/1/2005,Jeremy,"Leaf,",8887-89 ID ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.486459629
521,Jarman,Male,12.06,O128,1/23/2017,15:15:36,3853.2,9.74,1.027,5.828,1/1/2005,Jeremy,"Ground,",0083 ID . From leaves on ground ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.155976049
524,Jarman,Male,12.12,O164.2,2/13/2017,9:45:00,2412,14.675,1.011,3.182,1/1/2005,Jeremy,"Bag,",1459 ID ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.238724151
526,Jarman,Male,12.21,O209,3/19/2017,11:25:00,4356,14.25,1.02,3.842,1/1/2005,Jeremy,"Ground,",Very dirty,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.229765118
527,Jarman,Male,12.21,O214,3/20/2017,12:30:00,1286.4,4.409,1.005,NA,1/1/2005,Jeremy,"Ground,",3866 ID ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.07215118
528,Jarman,Male,12.85,A14,11/8/2017,9:10:00,1152.4,19.882,1.006,2.596,1/1/2005,Aaron,"LiveLeaf,",Under a mucuso but I think it was distinctly his urine ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.32503602
529,Jarman,Male,12.99,A56,12/27/2017,12:38:00,1998.4,27.94,1.02,3.415,1/1/2005,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.450500869
530,Jarman,Male,13.04,A98,1/16/2018,14:21:00,4765.4,24.934,1.031,6.291,1/1/2005,Godfrey,,,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.397743135
531,Jarman,Male,13.04,A99,1/16/2018,14:44:00,6069.4,31.949,1.038,NA,1/1/2005,Aaron,"DryLeaf,",,6/22/2021,17-Dec-19,8,31.949,0.6,NA,NA,0.506208367
532,Jarman,Male,13.08,A166,2/1/2018,9:51:00,1942.2,23.228,1.025,4.937,1/1/2005,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.372698251
533,Jarman,Male,13.11,A223,2/11/2018,17:00:00,1963,14.722,1.022,6.712,1/1/2005,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.236911052
535,Jarman,Male,13.23,A341,3/27/2018,16:17:00,1099,16.156,1.015,3.481,1/1/2005,Izzi,"LiveLeaf,DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.261780447
536,Jarman,Male,13.24,A357,3/31/2018,11:52:00,1656.2,14.1,1.016,3.428,1/1/2005,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.228241602
538,Jarman,Male,13.38,A559,5/21/2018,14:45:00,553.8,9.372,1.01,2.582,1/1/2005,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.152609057
539,Jarman,Male,13.41,A599,5/30/2018,11:40:00,2224.8,30.701,1.019,3.673,1/1/2005,Kevin,"LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.495504657
540,Lovano,Male,18.12,A80,1/14/2018,12:10:00,1523,11.865,1.021,NA,12/1/1999,Nathan,"DryLeaf,",,6/22/2021,12-Dec-19,2,11.865,5.9,NA,NA,0.191122318
541,Lovano,Male,18.12,A92,1/15/2018,15:11:00,1358.3,3.982,1.025,NA,12/1/1999,Aaron,"DryLeaf,Ground,",Aaron also recorded LL,6/22/2021,12-Dec-19,2,3.982,3,NA,NA,0.063892046
542,Lovano,Male,18.12,A94,1/15/2018,15:47:00,502.4,3.2,1.014,NA,12/1/1999,Izzi,"DryLeaf,Ground,LiveLeaf,","Aaron recorded 15:40, Izzi didn't collect until 15:47",6/22/2021,12-Dec-19,2,3.2,1.5,NA,NA,0.051901681
543,Lovano,Male,18.17,A159,1/31/2018,12:00:00,1723.8,12.336,1.02,NA,12/1/1999,Izzi,"DryLeaf,Ground,LiveLeaf,",,6/22/2021,12-Dec-19,2,12.336,6.6,NA,NA,0.198904034
544,Lovano,Male,18.17,A170,2/1/2018,17:50:00,1080.8,5.186,1.026,NA,12/1/1999,Izzi,"DryLeaf,Ground,LiveLeaf,",,6/22/2021,12-Dec-19,2,5.186,5.9,NA,NA,0.083129383
545,Lovano,Male,18.23,A252,2/21/2018,12:37:00,582.9,1.928,1.009,NA,12/1/1999,Izzi,"DryLeaf,",Also collected fecal worms,6/22/2021,12-Dec-19,2,2.099,21,1.928,3.1,0.031425722
546,Lovano,Male,18.35,A382,4/7/2018,15:37:00,54.7,1.755,1.003,NA,12/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,12-Dec-19,2,1.755,11.8,NA,NA,0.028777005
547,Lovano,Male,18.41,A482,4/29/2018,15:50:00,1032.6,6.447,1.024,NA,12/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,2,6.447,1.3,NA,NA,0.103544519
548,Lumumba,Male,2.46,A484,5/3/2018,13:37:00,424.5,3.162,1.006,NA,11/16/2015,Izzi,"LiveLeaf,",,6/22/2021,16-Dec-19,7,3.162,4.8,NA,NA,0.051693185
549,Miles,Male,37.03,A76,1/12/2018,14:30:00,256.6,4.865,1.016,3.739,1/1/1981,Izzi,"DryLeaf,",,6/20/2018,13-Dec-19,5,4.865,12.3,NA,NA,0.078751447
550,Miles,Male,37.03,A76,1/12/2018,14:30:00,256.6,5.251,1.016,3.739,1/1/1981,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.084999763
551,Miles,Male,37.05,A113,1/20/2018,9:22:00,1068,15.725,1.021,4.502,1/1/1981,Alfred,"LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.25329949
552,Miles,Male,37.11,A210,2/10/2018,12:25:00,494.6,2.795,1.018,4.433,1/1/1981,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.04515475
553,Miles,Male,37.24,A347,3/29/2018,7:12:00,147.6,0.374,1.005,0.321,1/1/1981,Izzi,"Bag,",,6/20/2018,13-Dec-19,5,0.374,5.4,NA,NA,0.006120331
554,Miles,Male,37.24,A355,3/31/2018,11:24:00,381,0.837,1.011,3.212,1/1/1981,Izzi,"LiveLeaf,",,6/20/2018,13-Dec-19,5,0.837,2.9,NA,NA,0.013615817
555,Miles,Male,37.24,A347,3/29/2018,7:12:00,147.6,0.684,1.005,0.321,1/1/1981,Izzi,"Bag,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.011193333
556,Miles,Male,37.24,A355,3/31/2018,11:24:00,381,1.2,1.011,3.212,1/1/1981,Izzi,"LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.019520885
558,Mitchell,Male,18.97,A45,12/19/2017,13:30:00,665.1,8.101,1.02,NA,1/1/1999,Aaron,"DryLeaf,",,6/22/2021,16-Dec-19,7,8.101,2,NA,NA,0.130619454
559,Mitchell,Male,18.99,A57,12/28/2017,8:35:00,2474.1,21.758,1.025,NA,1/1/1999,Izzi,"LiveLeaf,DryLeaf,",Others in party; maybe hicks? See who else comes down from tree ,6/22/2021,16-Dec-19,7,21.758,3,NA,NA,0.349111785
560,Mitchell,Male,19.09,A172,2/2/2018,9:50:00,1696.7,35.188,1.024,NA,1/1/1999,Aaron,"LiveLeaf,",,6/22/2021,16-Dec-19,7,35.188,3.8,NA,NA,0.565150388
561,Mitchell,Male,19.1,A202,2/7/2018,15:00:00,1328.3,8.759,1.034,NA,1/1/1999,Izzi,Log,,6/22/2021,16-Dec-19,7,8.759,0.6,NA,NA,0.139316768
562,Mitchell,Male,19.16,A283,2/28/2018,11:00:00,982.8,12.51,1.009,NA,1/1/1999,Izzi,"LiveLeaf,",~3 hours after infanticide,6/22/2021,16-Dec-19,7,12.51,0.2,NA,NA,0.203908602
563,Mitchell,Male,19.21,A320,3/18/2018,14:18:00,669.1,1.997,1.01,NA,1/1/1999,Aaron,"DryLeaf,",,6/22/2021,16-Dec-19,7,1.997,2.7,NA,NA,0.03251817
564,Mitchell,Male,19.32,A480,4/29/2018,14:32:00,329,2.025,1.007,NA,1/1/1999,Izzi,"LiveLeaf,",,6/22/2021,16-Dec-19,7,2.025,0.5,NA,NA,0.033072343
565,Mitchell,Male,19.34,A490,5/4/2018,15:27:00,771.1,3.749,1.027,NA,1/1/1999,Izzi,"LiveLeaf,",,6/22/2021,16-Dec-19,7,3.749,0.6,NA,NA,0.060036366
566,Mitchell,Male,19.36,A509,5/13/2018,11:10:00,61.4,1.017,1.004,NA,1/1/1999,Izzi,"DryLeaf,",,6/23/2021,16-Dec-19,7,1.017,2.5,NA,NA,0.016659296
567,Mitchell,Male,19.36,A518,5/14/2018,14:25:00,205.2,0.801,1.003,NA,1/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,16-Dec-19,7,0.801,0.7,NA,NA,0.01313412
568,Mitchell,Male,19.4,A584,5/28/2018,11:00:00,354.3,3.784,1.008,NA,1/1/1999,Izzi,"LiveLeaf,",,6/23/2021,16-Dec-19,7,3.784,8.8,NA,NA,0.061739058
569,Monk,Male,45.92,A28,12/4/2017,13:20:00,715.6,9.217,1.019,3.069,1/1/1972,Izzi,"DryLeaf,",With Aaron ; centralers just met easterners ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.148759533
570,Monk,Male,46.09,A181,2/3/2018,16:14:00,NA,5.336,1.04,NA,1/1/1972,Izzi,"DryLeaf,",NA,NA,13-Dec-19,5,5.336,0.7,NA,NA,0.084382402
571,Monk,Male,46.09,A178,2/3/2018,14:01:00,1349.6,5.07,1.041,9.057,1/1/1972,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.080098915
572,Monk,Male,46.09,A180,2/3/2018,14:10:00,1248.8,4.046,1.035,7.738,1/1/1972,Aaron,"DryLeaf,Ground,",Izzi got one ten minutes earlier... makes us question one of our id ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.064291703
573,Monk,Male,46.09,A181A,2/3/2018,16:14:00,1068,5.542,1.04,8.513,1/1/1972,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.087640044
574,Monk,Male,46.11,A219,2/11/2018,12:27:00,619.4,5.915,1.025,6.871,1/1/1972,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.094907446
575,Monk,Male,46.15,A261,2/24/2018,15:35:32,103.8,0.579,1.004,NA,1/1/1972,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.009484496
576,Monk,Male,46.25,A365,4/2/2018,14:40:00,119.8,0.563,1.003,NA,1/1/1972,Izzi,"Bag,",,6/20/2018,13-Dec-19,5,0.563,5.3,NA,NA,0.009231598
577,Monk,Male,46.25,A365,4/2/2018,14:40:00,119.8,0.968,1.003,NA,1/1/1972,Izzi,"Bag,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.015872445
578,Monk,Male,46.28,A402,4/13/2018,11:25:00,236.6,4.061,1.007,2.763,1/1/1972,Izzi,"LiveLeaf,DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.066324338
579,Monk,Male,46.3,A444,4/21/2018,10:15:00,812.2,12.748,1.012,4.637,1/1/1972,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.207171946
580,Monk,Male,46.31,A454,4/22/2018,14:21:00,1228.2,5.404,1.029,6.93,1/1/1972,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.086371283
581,Monk,Male,46.42,A632,6/3/2018,12:41:03,703.2,9.815,1.02,4.006,1/1/1972,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.158255763
582,Morton,Male,33.85,A13,11/5/2017,11:52:00,2244.8,4.603,1.038,9.576,1/1/1984,Aaron,"DryLeaf,LiveLeaf,",Not out on ice ,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.072931144
583,Morton,Male,34.03,A72,1/11/2018,9:52:00,992.7,8.77,1.022,4.294,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,8/13/2021,6/19/2018,NA,NA,NA,NA,NA,0.141129597
584,Morton,Male,34.03,A72,1/11/2018,9:52:00,1088.8,8.77,1.022,4.294,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.141129597
585,Morton,Male,34.03,A77,1/12/2018,15:10:00,859,5.154,1.027,5.485,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.082535992
586,Morton,Male,34.08,A158,1/31/2018,10:45:00,1677.8,7.064,1.031,9.393,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.112683786
587,Morton,Male,34.1,A197,2/7/2018,9:00:00,761.6,3.748,1.018,4.668,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.060550984
588,Morton,Male,34.14,A254,2/21/2018,14:30:00,404.2,1.32,1.019,4.635,1/1/1984,Izzi,"DryLeaf,",,8/13/2021,6/19/2018,NA,NA,NA,NA,NA,0.021304392
589,Morton,Male,34.14,A250,2/21/2018,10:20:00,921,2.883,1.02,5.148,1/1/1984,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.046485111
590,Morton,Male,34.14,A254,2/21/2018,14:30:00,498.6,1.32,1.019,4.635,1/1/1984,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.021304392
591,Morton,Male,34.15,A279,2/26/2018,15:07:00,400,0.667,1.017,3.471,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.010786344
593,Morton,Male,34.26,A384,4/7/2018,16:30:00,259.6,0.736,1.003,NA,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.012068305
594,Morton,Male,34.3,A449,4/21/2018,12:51:00,796,4.424,1.007,2.998,1/1/1984,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.072252861
595,Morton,Male,34.38,A546,5/20/2018,12:05:00,1104.7,9.141,1.023,5.292,1/1/1984,Aaron,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.146956053
596,Morton(x)Morton??(y),Male,34.15,A278,2/26/2018,15:07:00,1089.9,4.395,1.009,NA,1/1/1984,Izzi,"DryLeaf,LiveLeaf,",,8/13/2021,6/19/2018,NA,NA,NA,NA,NA,0.071636955
597,Muhammad.Ali,Male,2.92,A498,5/6/2018,15:30:00,1228.1,6.158,1.003,NA,6/6/2015,Izzi,"DryLeaf,",Probably with others before I found them but not visible in grassland,6/22/2021,17-Dec-19,8,6.158,4,NA,NA,0.100973673
598,Mulligan,Male,29.04,A104,1/17/2018,13:58:00,502,5.616,1.023,5.254,1/1/1989,Godfrey,,,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.090286095
600,Mulligan,Male,29.07,A147A,1/27/2018,17:40:00,544.4,6.335,1.01,3.029,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.103156037
601,Mulligan,Male,29.08,A165,2/1/2018,9:38:00,2394.6,25.284,1.019,7.072,1/1/1989,Izzi,"DryLeaf,Ground,",,8/13/2021,6/20/2018,NA,NA,NA,NA,NA,0.40807595
602,Mulligan,Male,29.08,A165,2/1/2018,9:38:00,2228.8,25.284,1.019,7.072,1/1/1989,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.40807595
603,Mulligan,Male,29.08,A169,2/1/2018,14:05:00,1867.2,13.646,1.022,7.791,1/1/1989,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.219595721
604,Mulligan,Male,29.28,A411,4/15/2018,11:00:00,253.8,2.22,1.006,2.54,1/1/1989,Izzi,"LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.036293128
605,Mulligan,Male,29.3,A453,4/22/2018,14:20:00,252,2.994,1.009,2.611,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.048801147
606,Mulligan,Male,29.36,A502,5/12/2018,8:45:00,236.4,5.184,1.004,0.268,1/1/1989,Izzi,"LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.084918181
607,Mulligan,Male,29.36,A519,5/14/2018,16:52:00,246.4,3.224,1.007,3.2,1/1/1989,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.052654436
