"","individualID","Sex","sampleAge","sampleID2","collDate","collTime","NTXnM","uMidOC_ng_ml","SpecificGravity","creatinine","DOB","Collector","Substrate","CollectComments","assayDate.x","assayDate.y","Plate_U.MidOC","assay1value","assay1cv","assay2value","assay2cv","NTXnM_SG"
"451","Fleck","Male",11.96,"A539","5/19/18","11:50:00",3615.9,26.572,1.02,NA,"6/1/06","Izzi","DryLeaf,LiveLeaf,","","6/23/21","16-Dec-19",7,26.572,5.6,NA,NA,58.3994984567902
"452","Fleck","Male",11.97,"A555","5/21/18","13:20:00",700.8,15.781,1.01,NA,"6/1/06","Izzi","DryLeaf,LiveLeaf,","","6/23/21","16-Dec-19",7,15.781,3.9,NA,NA,11.4305097176384
"453","Fleck","Male",12,"A621","6/2/18","16:14:00",7134.4,52.529,1.026,NA,"6/1/06","Izzi","DryLeaf,","","6/23/21","16-Dec-19",7,52.529,2.6,NA,NA,114.552078068972
"454","Fleck","Male",12.01,"A631","6/3/18","12:23:00",2590.8,32.571,1.023,NA,"6/1/06","Izzi","DryLeaf,LiveLeaf,","","6/23/21","16-Dec-19",7,32.571,1.3,NA,NA,41.7206563846349
"455","Garett","Male",29.04,"A85","1/15/18","10:00:00",909.2,53.009,1.012,3.941,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,14.8003434099449
"456","Garett","Male",29.08,"A160","1/31/18","12:43:00",1230,26.379,1.036,8.05,"1/1/89","Izzi","DryLeaf,Ground,","","6/20/18","13-Dec-19",5,26.379,1.6,NA,NA,19.5586211211211
"457","Garett","Male",29.08,"A160","1/31/18","12:43:00",1230,30.571,1.036,8.05,"1/1/89","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,19.5586211211211
"458","Garett","Male",29.15,"A269","2/25/18","13:55:00",130,1.893,1.004,NA,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,2.13305727706458
"459","Garett","Male",29.23,"A333","3/27/18","11:14:23",724.4,38.731,1.015,3.969,"1/1/89","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,11.7572371221797
"460","Garett","Male",29.38,"A536","5/19/18","11:03:00",1412.4,80.548,1.02,5.386,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,22.8113198983297
"461","Garett","Male",29.4,"A591","5/28/18","15:28:00",429.4,12.472,1.01,2.972,"1/1/89","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,7.00379690746853
"462","Garett","Male",29.42,"A619","6/2/18","12:39:00",855.6,49.876,1.021,4.102,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,13.8050477019625
"463","Garett","Male",29.42,"A633","6/3/18","13:11:00",720.2,36.835,1.018,3.823,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,11.6546226563827
"464","Garrison","Male",40.95,"A37","12/13/17","16:10:00",2036.4,20.585,1.03,3.155,"1/1/77","Aaron","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,32.5700737144912
"466","Garrison","Male",41.06,"A132","1/23/18","15:25:00",1600,29.731,1.03,7.456,"1/1/77","Aaron","DryLeaf,Ground,","Others in valley ","6/20/18","6/20/18",NA,NA,NA,NA,NA,25.5903152343282
"467","Garrison","Male",41.09,"A186","2/4/18","11:27:00",2180.8,36.764,1.026,9.947,"1/1/77","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,35.0155825090848
"469","Garrison","Male",41.41,"A608","5/31/18","13:48:00",358.8,7.818,1.017,3.481,"1/1/77","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,5.81198332058706
"470","Gus","Male",9.72,"O021","10/21/16","11:45:00",2459.4,23.493,1.011,2.829,"2/2/07","Jeremy","Leaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,40.0747563834854
"471","Gus","Male",9.86,"O092","12/13/16","9:30:00",3974.4,31.723,1.008,2.946,"2/2/07","Jeremy","Ground,","8041 ID 
Urine came from leaf on ground ","6/20/18","6/20/18",NA,NA,NA,NA,NA,64.9537037037037
"472","Gus","Male",10.15,"O234","3/29/17","11:55:00",5667.2,33.86,1.02,3.622,"2/2/07","Jeremy","Leaf,","4575 ID ","6/20/18","6/20/18",NA,NA,NA,NA,NA,91.5295328007747
"473","Gus","Male",10.17,"O238","4/3/17","9:15:00",6385,31.467,1.009,3.102,"2/2/07","Jeremy","Ground,","4925 ID","6/20/18","6/20/18",NA,NA,NA,NA,NA,104.246771341874
"474","Gus","Male",10.85,"A31","12/8/17","11:40:00",915.8,17.436,1.007,0.631,"2/2/07","Izzi","LiveLeaf,","Aaron present; Add party","6/20/18","6/20/18",NA,NA,NA,NA,NA,14.9818017703238
"475","Gus","Male",10.95,"A87","1/15/18","21:35:00",1783.4,21.924,1.015,3.722,"2/2/07","Aaron","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,28.9451362281822
"476","Gus","Male",10.96,"A106","1/17/18","14:50:00",4552,39.173,1.029,5.066,"2/2/07","Aaron","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,72.8751994625011
"477","Gus","Male",11,"A161","1/31/18","13:25:00",6519.6,19.479,1.014,4.61,"2/2/07","Aaron","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,105.919488275258
"478","Gus","Male",11.03,"A222","2/11/18","13:10:00",2718.4,20.48,1.019,4.229,"2/2/07","Aaron","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,43.9472855256303
"479","Gus","Male",11.07,"A288","3/1/18","16:43:36",883.8,12.548,1.014,3.113,"2/2/07","Izzi","DryLeaf,","","6/20/18","13-Dec-19",4,12.548,2.9,NA,NA,14.3584949594565
"480","Gus","Male",11.07,"A288","3/1/18","16:43:36",1090.3,12.833,1.014,3.113,"2/2/07","Izzi","DryLeaf,","","8/13/21","6/20/18",NA,NA,NA,NA,NA,17.7133594187547
"481","Gus","Male",11.07,"A288","3/1/18","16:43:36",883.8,12.833,1.014,3.113,"2/2/07","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,14.3584949594565
"482","Gus","Male",11.07,"A288","3/1/18","16:43:36",1090.3,12.548,1.014,NA,"2/2/07","Izzi","DryLeaf,","","8/13/21","13-Dec-19",4,12.548,2.9,NA,NA,17.7133594187547
"483","Gus","Male",11.08,"A298","3/3/18","11:59:00",123.4,21.604,1.004,NA,"2/2/07","Izzi","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,2.0247635999213
"484","Gus","Male",11.2,"A410","4/14/18","14:35:00",466.8,9.933,1.007,NA,"2/2/07","Izzi","Bag,","","6/20/18","13-Dec-19",5,9.933,1.4,NA,NA,7.63649821619038
"485","Gus","Male",11.2,"A410","4/14/18","14:35:00",466.8,11.953,1.007,NA,"2/2/07","Izzi","Bag,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,7.63649821619038
"487","Gus","Male",11.29,"A540","5/19/18","12:39:00",3258.2,36.555,1.018,4.342,"2/2/07","Izzi","DryLeaf,LiveLeaf,","","6/20/18","13-Dec-19",5,36.555,0.1,NA,NA,52.7257588711829
"488","Gus","Male",11.29,"A540","5/19/18","12:39:00",3258.2,34.235,1.018,4.342,"2/2/07","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,52.7257588711829
"492","Haden","Male",19.03,"A75","1/12/18","14:23:00",688.8,6.116,1.025,NA,"1/1/99","Izzi","DryLeaf,Ground,","","6/22/21","17-Dec-19",8,6.116,4.2,NA,NA,11.0703703703704
"493","Haden","Male",19.04,"A93","1/15/18","15:45:00",2553.3,6.433,1.038,NA,"1/1/99","Aaron","Ground,","Aaron recorded DL,G, only G on tube","6/22/21","17-Dec-19",8,6.433,0.9,NA,NA,40.5226062406337
"494","Haden","Male",19.15,"A264","2/25/18","10:20:00",947.6,4.578,1.013,NA,"1/1/99","Izzi","DryLeaf,LiveLeaf,","","6/22/21","17-Dec-19",8,4.578,0.7,NA,NA,15.410207426907
"495","Haden","Male",19.15,"A265","2/25/18","11:03:00",949.7,8.82,1.018,NA,"1/1/99","Izzi","DryLeaf,LiveLeaf,","","6/22/21","17-Dec-19",8,8.82,5.8,NA,NA,15.368501994955
"496","Haden","Male",19.42,"A636","6/3/18","14:51:00",732.5,9.981,1.026,NA,"1/1/99","Izzi","DryLeaf,","","6/23/21","17-Dec-19",8,9.981,1.4,NA,NA,11.7612409152167
"497","Herzog","Male",2.95,"A102","1/17/18","12:23:00",2202.7,32.559,1.019,NA,"2/5/15","Godfrey","","","6/22/21","17-Dec-19",8,32.559,1,NA,NA,35.6101698893856
"501","Hicks","Male",21.07,"A149","1/28/18","12:00:00",952.6,4.547,1.024,NA,"1/1/97","Izzi","DryLeaf,","","6/22/21","16-Dec-19",7,4.547,1.3,NA,NA,15.3251063970872
"502","Hicks","Male",21.09,"A176","2/3/18","12:36:00",912.1,4.742,1.024,NA,"1/1/97","Izzi","DryLeaf,","Vial3 partially collected from ground","6/22/21","16-Dec-19",7,4.742,1.1,NA,NA,14.6735561041184
"503","Hicks","Male",21.14,"A246","2/20/18","15:44:00",980.9,3.416,1.021,NA,"1/1/97","Izzi","DryLeaf,","Limping; Right after hearing westerners call","6/22/21","16-Dec-19",7,3.416,4.9,NA,NA,15.8267546643934
"504","Hicks","Male",21.17,"A306","3/4/18","14:22:00",479.2,2.929,1.01,NA,"1/1/97","Izzi","DryLeaf,","","6/22/21","16-Dec-19",7,2.929,1.8,NA,NA,7.8160677178829
"505","Hicks","Male",21.34,"A485","5/4/18","8:26:00",793.4,9.901,1.018,NA,"1/1/97","Izzi","LiveLeaf,","","6/22/21","16-Dec-19",7,9.901,2.4,NA,NA,12.8391802493391
"507","Holland","Male",7.75,"A428","4/18/18","15:01:00",2222.6,15.731,1.028,NA,"7/20/10","Izzi","LiveLeaf,Bag,","","6/22/21","11-Dec-19",1,15.731,1.1,NA,NA,35.6173064682711
"508","Jackson","Male",27.08,"A163","1/31/18","16:25:00",670.7,NA,1.028,NA,"1/1/91","Izzi","DryLeaf,Ground,","","8/13/21",NA,NA,NA,NA,NA,NA,10.748010189989
"509","Jackson","Male",27.08,"A163A","1/31/18","16:25:00",543.2,2.555,1.028,5.313,"1/1/91","Izzi","DryLeaf,Ground,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,8.70481457462651
"510","Jackson","Male",27.1,"A198","2/7/18","9:30:00",779.6,6.779,1.019,5.206,"1/1/91","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,12.6034813845576
"511","Jackson","Male",27.13,"A235","2/18/18","15:50:00",926.4,3.285,1.02,6.234,"1/1/91","Izzi","DryLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,14.9620551924474
"512","Jackson","Male",27.29,"A420","4/16/18","16:30:00",1053.6,8.163,1.028,6.559,"1/1/91","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,16.8840070615363
"513","Jackson","Male",27.32,"A478","4/29/18","10:10:00",909.8,7.055,1.026,5.687,"1/1/91","Aaron","DryLeaf,Ground,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,14.6080231872548
"514","Jackson","Male",27.32,"A481","4/29/18","14:54:00",276,2.47,1.008,2.842,"1/1/91","Izzi","DryLeaf,LiveLeaf,","Right after charging Aaron","6/19/18","6/19/18",NA,NA,NA,NA,NA,4.51067386831276
"516","Jarman","Male",11.81,"O022","10/24/16","9:45:00",3344.2,18.945,1.009,3.04,"1/1/05","Jeremy","Leaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,54.6001648741573
"517","Jarman","Male",11.82,"O027","10/26/16","11:15:00",3540,28.625,1.013,3.45,"1/1/05","Jeremy","Leaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,57.5687360608388
"520","Jarman","Male",11.98,"O106","12/24/16","9:15:00",5138.8,30.111,1.018,5.681,"1/1/05","Jeremy","Leaf,","8887-89 ID ","6/20/18","6/20/18",NA,NA,NA,NA,NA,83.1585322224648
"521","Jarman","Male",12.06,"O128","1/23/17","15:15:36",3853.2,9.74,1.027,5.828,"1/1/05","Jeremy","Ground,","0083 ID . From leaves on ground ","6/20/18","6/20/18",NA,NA,NA,NA,NA,61.8078996718238
"524","Jarman","Male",12.12,"O164.2","2/13/17","9:45:00",2412,14.675,1.011,3.182,"1/1/05","Jeremy","Bag,","1459 ID ","6/20/18","6/20/18",NA,NA,NA,NA,NA,39.3023958676778
"526","Jarman","Male",12.21,"O209","3/19/17","11:25:00",4356,14.25,1.02,3.842,"1/1/05","Jeremy","Ground,","Very dirty","6/20/18","6/20/18",NA,NA,NA,NA,NA,70.3526688453159
"527","Jarman","Male",12.21,"O214","3/20/17","12:30:00",1286.4,4.409,1.005,NA,"1/1/05","Jeremy","Ground,","3866 ID ","6/20/18","6/20/18",NA,NA,NA,NA,NA,21.0864197530864
"528","Jarman","Male",12.85,"A14","11/8/17","9:10:00",1152.4,19.882,1.006,2.596,"1/1/05","Aaron","LiveLeaf,","Under a mucuso but I think it was distinctly his urine ","6/20/18","6/20/18",NA,NA,NA,NA,NA,18.8711404413028
"529","Jarman","Male",12.99,"A56","12/27/17","12:38:00",1998.4,27.94,1.02,3.415,"1/1/05","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,32.2756596465747
"530","Jarman","Male",13.04,"A98","1/16/18","14:21:00",4765.4,24.934,1.031,6.291,"1/1/05","Godfrey","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,76.14362928237
"531","Jarman","Male",13.04,"A99","1/16/18","14:44:00",6069.4,31.949,1.038,NA,"1/1/05","Aaron","DryLeaf,","","6/22/21","17-Dec-19",8,31.949,0.6,NA,NA,96.3255028069174
"532","Jarman","Male",13.08,"A166","2/1/18","9:51:00",1942.2,23.228,1.025,4.937,"1/1/05","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,31.214972899729
"533","Jarman","Male",13.11,"A223","2/11/18","17:00:00",1963,14.722,1.022,6.712,"1/1/05","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,31.641880179266
"535","Jarman","Male",13.23,"A341","3/27/18","16:17:00",1099,16.156,1.015,3.481,"1/1/05","Izzi","LiveLeaf,DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,17.8371115368242
"536","Jarman","Male",13.24,"A357","3/31/18","11:52:00",1656.2,14.1,1.016,3.428,"1/1/05","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,26.8541833746476
"538","Jarman","Male",13.38,"A559","5/21/18","14:45:00",553.8,9.372,1.01,2.582,"1/1/05","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,9.0328428676201
"539","Jarman","Male",13.41,"A599","5/30/18","11:40:00",2224.8,30.701,1.019,3.673,"1/1/05","Kevin","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,35.9674517500818
"540","Lovano","Male",18.12,"A80","1/14/18","12:10:00",1523,11.865,1.021,NA,"12/1/99","Nathan","DryLeaf,","","6/22/21","12-Dec-19",2,11.865,5.9,NA,NA,24.5735012273129
"541","Lovano","Male",18.12,"A92","1/15/18","15:11:00",1358.3,3.982,1.025,NA,"12/1/99","Aaron","DryLeaf,Ground,","Aaron also recorded LL","6/22/21","12-Dec-19",2,3.982,3,NA,NA,21.830551791629
"542","Lovano","Male",18.12,"A94","1/15/18","15:47:00",502.4,3.2,1.014,NA,"12/1/99","Izzi","DryLeaf,Ground,LiveLeaf,","Aaron recorded 15:40, Izzi didn't collect until 15:47","6/22/21","12-Dec-19",2,3.2,1.5,NA,NA,8.16214965787616
"543","Lovano","Male",18.17,"A159","1/31/18","12:00:00",1723.8,12.336,1.02,NA,"12/1/99","Izzi","DryLeaf,Ground,LiveLeaf,","","6/22/21","12-Dec-19",2,12.336,6.6,NA,NA,27.8406635802469
"544","Lovano","Male",18.17,"A170","2/1/18","17:50:00",1080.8,5.186,1.026,NA,"12/1/99","Izzi","DryLeaf,Ground,LiveLeaf,","","6/22/21","12-Dec-19",2,5.186,5.9,NA,NA,17.3536507592713
"545","Lovano","Male",18.23,"A252","2/21/18","12:37:00",582.9,1.928,1.009,NA,"12/1/99","Izzi","DryLeaf,","Also collected fecal worms","6/22/21","12-Dec-19",2,2.099,21,1.928,3.1,9.51690571890027
"546","Lovano","Male",18.35,"A382","4/7/18","15:37:00",54.7,1.755,1.003,NA,"12/1/99","Izzi","DryLeaf,LiveLeaf,","","6/23/21","12-Dec-19",2,1.755,11.8,NA,NA,0.898419710005786
"547","Lovano","Male",18.41,"A482","4/29/18","15:50:00",1032.6,6.447,1.024,NA,"12/1/99","Izzi","DryLeaf,LiveLeaf,","","6/22/21","12-Dec-19",2,6.447,1.3,NA,NA,16.6121193214699
"548","Lumumba","Male",2.46,"A484","5/3/18","13:37:00",424.5,3.162,1.006,NA,"11/16/15","Izzi","LiveLeaf,","","6/22/21","16-Dec-19",7,3.162,4.8,NA,NA,6.95140499595023
"549","Miles","Male",37.03,"A76","1/12/18","14:30:00",256.6,4.865,1.016,3.739,"1/1/81","Izzi","DryLeaf,","","6/20/18","13-Dec-19",5,4.865,12.3,NA,NA,4.16059863176825
"550","Miles","Male",37.03,"A76","1/12/18","14:30:00",256.6,5.251,1.016,3.739,"1/1/81","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,4.16059863176825
"551","Miles","Male",37.05,"A113","1/20/18","9:22:00",1068,15.725,1.021,4.502,"1/1/81","Alfred","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,17.2321072296587
"552","Miles","Male",37.11,"A210","2/10/18","12:25:00",494.6,2.795,1.018,4.433,"1/1/81","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,8.00385499284485
"553","Miles","Male",37.24,"A347","3/29/18","7:12:00",147.6,0.374,1.005,0.321,"1/1/81","Izzi","Bag,","","6/20/18","13-Dec-19",5,0.374,5.4,NA,NA,2.41943062465451
"554","Miles","Male",37.24,"A355","3/31/18","11:24:00",381,0.837,1.011,3.212,"1/1/81","Izzi","LiveLeaf,","","6/20/18","13-Dec-19",5,0.837,2.9,NA,NA,6.2082142726307
"555","Miles","Male",37.24,"A347","3/29/18","7:12:00",147.6,0.684,1.005,0.321,"1/1/81","Izzi","Bag,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,2.41943062465451
"556","Miles","Male",37.24,"A355","3/31/18","11:24:00",381,1.2,1.011,3.212,"1/1/81","Izzi","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,6.2082142726307
"558","Mitchell","Male",18.97,"A45","12/19/17","13:30:00",665.1,8.101,1.02,NA,"1/1/99","Aaron","DryLeaf,","","6/22/21","16-Dec-19",7,8.101,2,NA,NA,10.7418641067538
"559","Mitchell","Male",18.99,"A57","12/28/17","8:35:00",2474.1,21.758,1.025,NA,"1/1/99","Izzi","LiveLeaf,DryLeaf,","Others in party; maybe hicks? See who else comes down from tree ","6/22/21","16-Dec-19",7,21.758,3,NA,NA,39.7636517615176
"560","Mitchell","Male",19.09,"A172","2/2/18","9:50:00",1696.7,35.188,1.024,NA,"1/1/99","Aaron","LiveLeaf,","","6/22/21","16-Dec-19",7,35.188,3.8,NA,NA,27.2959353600019
"561","Mitchell","Male",19.1,"A202","2/7/18","15:00:00",1328.3,8.759,1.034,NA,"1/1/99","Izzi","Log","","6/22/21","16-Dec-19",7,8.759,0.6,NA,NA,21.1625750710414
"562","Mitchell","Male",19.16,"A283","2/28/18","11:00:00",982.8,12.51,1.009,NA,"1/1/99","Izzi","LiveLeaf,","~3 hours after infanticide","6/22/21","16-Dec-19",7,12.51,0.2,NA,NA,16.0460026428807
"563","Mitchell","Male",19.21,"A320","3/18/18","14:18:00",669.1,1.997,1.01,NA,"1/1/99","Aaron","DryLeaf,","","6/22/21","16-Dec-19",7,1.997,2.7,NA,NA,10.9134618322943
"564","Mitchell","Male",19.32,"A480","4/29/18","14:32:00",329,2.025,1.007,NA,"1/1/99","Izzi","LiveLeaf,","","6/22/21","16-Dec-19",7,2.025,0.5,NA,NA,5.38219347285054
"565","Mitchell","Male",19.34,"A490","5/4/18","15:27:00",771.1,3.749,1.027,NA,"1/1/99","Izzi","LiveLeaf,","","6/22/21","16-Dec-19",7,3.749,0.6,NA,NA,12.3689586413743
"566","Mitchell","Male",19.36,"A509","5/13/18","11:10:00",61.4,1.017,1.004,NA,"1/1/99","Izzi","DryLeaf,","","6/23/21","16-Dec-19",7,1.017,2.5,NA,NA,1.0074593600905
"567","Mitchell","Male",19.36,"A518","5/14/18","14:25:00",205.2,0.801,1.003,NA,"1/1/99","Izzi","DryLeaf,LiveLeaf,","","6/23/21","16-Dec-19",7,0.801,0.7,NA,NA,3.37030574941841
"568","Mitchell","Male",19.4,"A584","5/28/18","11:00:00",354.3,3.784,1.008,NA,"1/1/99","Izzi","LiveLeaf,","","6/23/21","16-Dec-19",7,3.784,8.8,NA,NA,5.79033243312757
"569","Monk","Male",45.92,"A28","12/4/17","13:20:00",715.6,9.217,1.019,3.069,"1/1/72","Izzi","DryLeaf,","With Aaron ; centralers just met easterners ","6/20/18","6/20/18",NA,NA,NA,NA,NA,11.5688189825416
"571","Monk","Male",46.09,"A178","2/3/18","14:01:00",1349.6,5.07,1.041,9.057,"1/1/72","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,21.3573427734491
"572","Monk","Male",46.09,"A180","2/3/18","14:10:00",1248.8,4.046,1.035,7.738,"1/1/72","Aaron","DryLeaf,Ground,","Izzi got one ten minutes earlier... makes us question one of our id ","6/20/18","6/20/18",NA,NA,NA,NA,NA,19.8767519532415
"573","Monk","Male",46.09,"A181A","2/3/18","16:14:00",1068,5.542,1.04,8.513,"1/1/72","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,16.9172898860399
"574","Monk","Male",46.11,"A219","2/11/18","12:27:00",619.4,5.915,1.025,6.871,"1/1/72","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,9.95497591087022
"575","Monk","Male",46.15,"A261","2/24/18","15:35:32",103.8,0.579,1.004,NA,"1/1/72","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,1.70316419507157
"576","Monk","Male",46.25,"A365","4/2/18","14:40:00",119.8,0.563,1.003,NA,"1/1/72","Izzi","Bag,","","6/20/18","13-Dec-19",5,0.563,5.3,NA,NA,1.96765413635636
"577","Monk","Male",46.25,"A365","4/2/18","14:40:00",119.8,0.968,1.003,NA,"1/1/72","Izzi","Bag,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,1.96765413635636
"578","Monk","Male",46.28,"A402","4/13/18","11:25:00",236.6,4.061,1.007,2.763,"1/1/72","Izzi","LiveLeaf,DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,3.87059871026273
"579","Monk","Male",46.3,"A444","4/21/18","10:15:00",812.2,12.748,1.012,4.637,"1/1/72","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,13.2213362489631
"580","Monk","Male",46.31,"A454","4/22/18","14:21:00",1228.2,5.404,1.029,6.93,"1/1/72","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,19.662855883094
"581","Monk","Male",46.42,"A632","6/3/18","12:41:03",703.2,9.815,1.02,4.006,"1/1/72","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,11.357207697894
"582","Morton","Male",33.85,"A13","11/5/17","11:52:00",2244.8,4.603,1.038,9.576,"1/1/84","Aaron","DryLeaf,LiveLeaf,","Not out on ice ","6/19/18","6/19/18",NA,NA,NA,NA,NA,35.6265015818645
"583","Morton","Male",34.03,"A72","1/11/18","9:52:00",992.7,8.77,1.022,4.294,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","8/13/21","6/19/18",NA,NA,NA,NA,NA,16.0014745053273
"584","Morton","Male",34.03,"A72","1/11/18","9:52:00",1088.8,8.77,1.022,4.294,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,17.5505242685608
"585","Morton","Male",34.03,"A77","1/12/18","15:10:00",859,5.154,1.027,5.485,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,13.7789333068869
"586","Morton","Male",34.08,"A158","1/31/18","10:45:00",1677.8,7.064,1.031,9.393,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,26.808616529559
"587","Morton","Male",34.1,"A197","2/7/18","9:00:00",761.6,3.748,1.018,4.668,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,12.3245773605957
"588","Morton","Male",34.14,"A254","2/21/18","14:30:00",404.2,1.32,1.019,4.635,"1/1/84","Izzi","DryLeaf,","","8/13/21","6/19/18",NA,NA,NA,NA,NA,6.53453973273241
"589","Morton","Male",34.14,"A250","2/21/18","10:20:00",921,2.883,1.02,5.148,"1/1/84","Izzi","DryLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,14.8748411401598
"590","Morton","Male",34.14,"A254","2/21/18","14:30:00",498.6,1.32,1.019,4.635,"1/1/84","Izzi","DryLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,8.06066677570604
"591","Morton","Male",34.15,"A279","2/26/18","15:07:00",400,0.667,1.017,3.471,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,6.47935710210375
"593","Morton","Male",34.26,"A384","4/7/18","16:30:00",259.6,0.736,1.003,NA,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,4.26379811183733
"594","Morton","Male",34.3,"A449","4/21/18","12:51:00",796,4.424,1.007,2.998,"1/1/84","Izzi","DryLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,13.0219635391764
"595","Morton","Male",34.38,"A546","5/20/18","12:05:00",1104.7,9.141,1.023,5.292,"1/1/84","Aaron","DryLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,17.789412192414
"596","Morton(x)Morton??(y)","Male",34.15,"A278","2/26/18","15:07:00",1089.9,4.395,1.009,NA,"1/1/84","Izzi","DryLeaf,LiveLeaf,","","8/13/21","6/19/18",NA,NA,NA,NA,NA,17.7946054949896
"597","Muhammad.Ali","Male",2.92,"A498","5/6/18","15:30:00",1228.1,6.158,1.003,NA,"6/6/15","Izzi","DryLeaf,","Probably with others before I found them but not visible in grassland","6/22/21","17-Dec-19",8,6.158,4,NA,NA,20.1709185714462
"598","Mulligan","Male",29.04,"A104","1/17/18","13:58:00",502,5.616,1.023,5.254,"1/1/89","Godfrey","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,8.08390053461739
"599","Mulligan","Male",29.07,"A147","1/27/18","17:40:00",799.3,NA,1.01,NA,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","8/13/21",NA,NA,NA,NA,NA,NA,13.0371096137392
